;obj_regio3;long;obj_street;obj_baseRent;geo_plz;obj_livingSpace;lat;rel_baseRent;culture;s-stations;university;food;nightlife;spareTime;transportations
641;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";545,84;4157,0;62,74;51.371694886102894;8,700031877590055;0;1;0;0;0;1;1
642;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";658,5;4157,0;75,69;51.371694886102894;8,699960364645264;0;1;0;0;0;1;1
643;Stötteritz;12.420819813695928;"Papierm&uuml;hlstr.";390,0;4299,0;51,75;51.3227968451005;7,536231884057972;4;0;0;4;2;5;4
644;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";1408,88;4157,0;176,11;51.371694886102894;8,0;0;1;0;0;0;1;1
645;Möckern;12.350891625926387;Fehmarner Str.;893,69;4157,0;105,14;51.38529445695276;8,5;0;0;0;2;1;1;1
646;Gohlis-Nord;12.356185770482035;Fehmarner Str.;1194,12;4157,0;143,87;51.371694886102894;8,2999930492806;0;1;0;0;0;1;1
647;Zentrum-West;12.36439217368849;"Friedrich-Ebert-Stra&szlig;e";1920,36;4109,0;147,72;51.337675812935025;13,0;5;0;1;20;10;5;6
648;Südvorstadt;12.382725059655346;Altenburger Str.;1500,0;4275,0;166,4;51.3199061810867;9,014423076923077;2;1;3;4;2;2;6
649;Zentrum-West;12.36439217368849;"Friedrich-Ebert-Stra&szlig;e";611,75;4109,0;48,94;51.337675812935025;12,5;5;0;1;20;10;5;6
650;Möckern;12.350891625926387;Fehmarner Str.;1300,0;4157,0;143,87;51.38529445695276;9,035935219295196;0;0;0;2;1;1;1
651;Südvorstadt;12.371354396393091;"Kochstra&szlig;e";1051,6;4275,0;92,81;51.320955654029504;11,330675573752828;3;0;0;30;12;6;5
652;Gohlis-Nord;12.356185770482035;Fehmarner Str.;1093,41;4157,0;143,87;51.371694886102894;7,599986098561201;0;1;0;0;0;1;1
653;Möckern;12.350874744976187;Fehmarner Str.;1264,32;4157,0;140,48;51.38524913899972;9,0;0;0;0;2;1;1;1
654;Südvorstadt;12.3713922469484;Kochstr.;1115,73;4275,0;107,8;51.31969485792054;10,35;6;0;1;27;10;6;3
655;Südvorstadt;12.381884971841721;"L&ouml;&szlig;niger Str.";935,0;4275,0;103,76;51.320005218839796;9,011179645335387;2;1;2;4;2;3;3
656;Südvorstadt;12.382725059655346;Altenburger Str.;1188,0;4275,0;120,34;51.3199061810867;9,872029250457038;2;1;3;4;2;2;6
657;Südvorstadt;12.381884971841721;"L&ouml;&szlig;niger Str.";659,0;4275,0;69,86;51.320005218839796;9,433152018322359;2;1;2;4;2;3;3
658;Südvorstadt;12.382725059655346;Altenburger Str.;860,0;4275,0;87,77;51.3199061810867;9,798336561467472;2;1;3;4;2;2;6
659;Südvorstadt;12.371354396393091;"Kochstra&szlig;e";745,5;4275,0;58,0;51.320955654029504;12,85344827586207;3;0;0;30;12;6;5
660;Möckern;12.350891625926387;Fehmarner Str.;1194,12;4157,0;143,87;51.38529445695276;8,2999930492806;0;0;0;2;1;1;1
661;Möckern;12.350891625926387;Fehmarner Str.;1093,41;4157,0;143,87;51.38529445695276;7,599986098561201;0;0;0;2;1;1;1
662;Südvorstadt;12.3713922469484;Kochstr.;1007,92;4275,0;92,64;51.31969485792054;10,879965457685664;6;0;1;27;10;6;3
663;Möckern;12.350874744976187;Fehmarner Str.;2760,0;4157,0;238,02;51.38524913899972;11,595664229896649;0;0;0;2;1;1;1
664;Möckern;12.3356688024846;Georg-Schumann-Str.;800,0;4159,0;118,28;51.370684708022296;6,763611768684478;1;0;0;5;0;3;4
665;Volkmarsdorf;12.41500982440452;Edlichstr.;370,0;4315,0;51,6;51.344537017067296;7,170542635658914;6;0;4;5;4;3;3
666;Plagwitz;12.334455444903796;"Zschochersche Stra&szlig;e";680,0;4229,0;68,27;51.3258323375862;9,9604511498462;11;0;1;11;6;6;5
667;Südvorstadt;12.382725059655346;Altenburger Str.;1020,0;4275,0;113,05;51.3199061810867;9,022556390977444;2;1;3;4;2;2;6
668;Südvorstadt;12.382725059655346;Altenburger Str.;1199,0;4275,0;121,69;51.3199061810867;9,85290492234366;2;1;3;4;2;2;6
669;Mockau-Süd;12.40404650745272;Grunert Str.;370,5;4357,0;57,0;51.36516657261737;6,5;1;1;2;4;2;2;6
670;Eutritzsch;12.391448296619096;"Hamburger Stra&szlig;e";475,0;4129,0;62,47;51.363822952985146;7,603649751880902;0;0;3;4;1;0;5
671;Neustadt-Neuschönefeld;12.397229201082721;Bussestr.;409,0;4315,0;76,84;51.3466412210326;5,322748568453929;3;0;7;7;5;4;7
672;Altlindenau;12.322176230702825;Gellertplatz;500,0;4177,0;77,63;51.34028018970461;6,44080896560608;1;0;0;4;4;4;8
673;Schleußig;12.343670149446936;"R&ouml;delstra&szlig;e";395,0;4229,0;39,0;51.318967172691565;10,128205128205126;0;0;0;6;1;4;3
674;Altlindenau;12.33966624723072;"Zschochersche Stra&szlig;e";489,0;4177,0;75,13;51.3358646730232;6,5087182217489685;4;0;5;13;7;4;4
675;Möckern;12.350891625926387;Fehmarner Str.;884,4;4157,0;80,4;51.38529445695276;10,999999999999998;0;0;0;2;1;1;1
676;Möckern;12.350874744976187;Fehmarner Str.;592,12;4157,0;60,42;51.38524913899972;9,800066203243961;0;0;0;2;1;1;1
677;Plagwitz;12.328097950770148;"Gie&szlig;erstrasse";999,0;4229,0;121,0;51.32780155014392;8,256198347107437;2;1;2;11;7;4;5
678;Reudnitz-Thonberg;12.396888363871353;Oststr.;648,0;4317,0;88,17;51.332367619229395;7,349438584552568;7;0;3;6;3;3;4
679;Südvorstadt;12.382725059655346;Altenburger Str.;945,0;4275,0;103,3;51.3199061810867;9,148112294288481;2;1;3;4;2;2;6
680;Südvorstadt;12.382725059655346;Altenburger Str.;656,0;4275,0;62,17;51.3199061810867;10,55171304487695;2;1;3;4;2;2;6
681;Stötteritz;12.41543694016174;"Schwarzackerstra&szlig;e";786,0;4299,0;75,0;51.3243765721922;10,48;4;0;0;3;0;7;4
682;Südvorstadt;12.382725059655346;Altenburger Str.;1049,0;4275,0;110,7;51.3199061810867;9,47606142728094;2;1;3;4;2;2;6
683;Möckern;12.350891625926387;Fehmarner Str.;1123,16;4157,0;133,71;51.38529445695276;8,399970084511256;0;0;0;2;1;1;1
684;Möckern;12.350891625926387;Fehmarner Str.;538,38;4157,0;58,52;51.38529445695276;9,199931647300069;0;0;0;2;1;1;1
685;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";1136,0;4157,0;136,85;51.3723627627038;8,301059554256486;0;1;0;1;1;1;2
686;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";622,5;4157,0;71,53;51.3723627627038;8,702642248007827;0;1;0;1;1;1;2
687;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";909,5;4157,0;95,72;51.3723627627038;9,501671541997492;0;1;0;1;1;1;2
688;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";1163,0;4157,0;136,85;51.3723627627038;8,498355864084765;0;1;0;1;1;1;2
689;Südvorstadt;12.366102750013914;Kurt-Eisner-Str.;668,68;4275,0;72,29;51.320841315963705;9,249965417070133;7;0;2;4;3;5;1
690;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";1136,5;4157,0;133,71;51.3723627627038;8,499738239473487;0;1;0;1;1;1;2
691;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";1198,5;4157,0;144,37;51.3723627627038;8,301586202119553;0;1;0;1;1;1;2
692;Möckern;12.350874744976187;Fehmarner Str.;602,82;4157,0;66,98;51.38524913899972;9,0;0;0;0;2;1;1;1
693;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";900,0;4157,0;95,72;51.3723627627038;9,402423735896363;0;1;0;1;1;1;2
694;Südvorstadt;12.3713922469484;Kochstr.;1147,15;4275,0;122,69;51.31969485792054;9,349987774064717;6;0;1;27;10;6;3
695;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";1136,0;4229,0;103,31;51.326762367899704;10,996031361920434;1;0;1;15;4;6;5
696;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";916,5;4157,0;107,8;51.3723627627038;8,501855287569574;0;1;0;1;1;1;2
697;Dölitz-Dösen;12.39259846805271;"B&uuml;rgerstra&szlig;e";499,0;4279,0;76,06;51.287996035456565;6,560610044701551;1;0;0;2;2;5;5
698;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";1176,0;4157,0;136,74;51.3723627627038;8,60026327336551;0;1;0;1;1;1;2
699;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";1149,5;4157,0;136,85;51.3723627627038;8,399707709170626;0;1;0;1;1;1;2
700;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";1123,0;4157,0;133,71;51.3723627627038;8,398773464961483;0;1;0;1;1;1;2
701;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";621,5;4157,0;69,81;51.3723627627038;8,902735997708064;0;1;0;1;1;1;2
702;Gohlis-Nord;12.35611745900398;"Fehmarner Stra&szlig;e";594,5;4157,0;65,34;51.3723627627038;9,098561371288644;0;1;0;1;1;1;2
703;Südvorstadt;12.370890720005285;Kurt-Eisner-Str.;956,47;4275,0;94,7;51.321293622126795;10,1;4;0;1;31;12;6;4
704;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";833,0;4229,0;75,75;51.326762367899704;10,996699669966995;1;0;1;15;4;6;5
705;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";1200,0;4229,0;109,06;51.326762367899704;11,003117549972492;1;0;1;15;4;6;5
706;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";1229,0;4229,0;111,75;51.326762367899704;10,997762863534675;1;0;1;15;4;6;5
707;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";633,0;4229,0;57,58;51.326762367899704;10,993400486279958;1;0;1;15;4;6;5
708;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";653,0;4229,0;59,35;51.326762367899704;11,002527379949452;1;0;1;15;4;6;5
709;Altlindenau;12.327715377050215;"L&uuml;tzner Str.";522,0;4177,0;75,7;51.33502215269;6,895640686922062;2;0;6;6;8;3;6
710;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";707,0;4229,0;64,28;51.326762367899704;10,998755444928438;1;0;1;15;4;6;5
711;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";1198,0;4229,0;108,88;51.326762367899704;11,002939015429833;1;0;1;15;4;6;5
712;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";635,0;4229,0;57,75;51.326762367899704;10,995670995670995;1;0;1;15;4;6;5
713;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";632,0;4229,0;57,42;51.326762367899704;11,006617903169627;1;0;1;15;4;6;5
714;Möckern;12.328327879473688;"Am Pfefferbr&uuml;ckchen";395,0;4159,0;54,0;51.372362665126;7,314814814814816;0;0;0;6;2;3;5
715;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";634,0;4229,0;57,62;51.326762367899704;11,003123915307183;1;0;1;15;4;6;5
716;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";1201,0;4229,0;109,19;51.326762367899704;10,999175748694935;1;0;1;15;4;6;5
717;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";1076,0;4229,0;97,79;51.326762367899704;11,00317005828817;1;0;1;15;4;6;5
718;Zentrum-West;12.365770086226778;"Kolonnadenstra&szlig;e";523,0;4109,0;69,69;51.338114030494005;7,5046635098292445;10;1;2;26;13;6;12
719;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";1190,0;4229,0;108,19;51.326762367899704;10,99916813014142;1;0;1;15;4;6;5
720;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";1325,0;4229,0;120,43;51.326762367899704;11,00224196628747;1;0;1;15;4;6;5
721;Lausen-Grünau;12.26413492642031;"Zingster Stra&szlig;e";215,0;4207,0;32,74;51.312503609452286;6,566890653634697;0;0;2;0;0;1;3
722;Plagwitz;12.335449305457768;"Zschochersche Stra&szlig;e";831,0;4229,0;75,58;51.326762367899704;10,994972214871659;1;0;1;15;4;6;5
723;Lindenau;12.330955073918965;Gutsmuthsstr.;360,0;4177,0;51,0;51.3330594527349;7,0588235294117645;5;0;6;21;5;5;4
724;Zentrum-West;12.36439217368849;"Friedrich-Ebert-Stra&szlig;e";944,38;4109,0;82,12;51.337675812935025;11,5;5;0;1;20;10;5;6
725;Lausen-Grünau;12.26311622184318;"Zingster Stra&szlig;e";215,0;4207,0;32,61;51.3110256623247;6,593069610548913;0;0;0;0;0;2;1
726;Lausen-Grünau;12.263806930663689;"Zingster Stra&szlig;e";215,0;4207,0;33,96;51.3111494442696;6,3309776207302715;0;0;1;0;0;2;1
727;Neulindenau;12.305035649215494;"Hafenstra&szlig;e";1176,0;4179,0;91,8;51.331492859246;12,81045751633987;1;0;0;2;0;1;1
728;Schönefeld-Abtnaundorf;12.413206638717623;"Leostra&szlig;e";295,0;4347,0;56,38;51.3601050794596;5,2323518978361125;0;0;0;4;2;2;5
729;Plagwitz;12.327897297567489;"Siemensstra&szlig;e";616,0;4229,0;77,0;51.3217428084686;8,0;8;0;4;4;4;3;4
730;Gohlis-Nord;12.357448210037964;Olbrichtstr.;670,0;4157,0;82,17;51.375595936883705;8,153827430935863;0;0;0;2;1;0;2
731;Südvorstadt;12.382725059655346;Altenburger Str.;1188,0;4275,0;120,34;51.3199061810867;9,872029250457038;2;1;3;4;2;2;6
732;Zentrum-West;12.36439217368849;"Friedrich-Ebert-Stra&szlig;e";2310,36;4109,0;177,72;51.337675812935025;13,0;5;0;1;20;10;5;6
733;Zentrum-West;12.36439217368849;"Friedrich-Ebert-Stra&szlig;e";1809,0;4109,0;144,72;51.337675812935025;12,5;5;0;1;20;10;5;6
734;Lausen-Grünau;12.264029562106767;"Zingster Stra&szlig;e";287,0;4207,0;68,14;51.3127338781273;4,21191664220722;0;0;2;0;0;0;3
735;Lößnig;12.391647577337848;"D&uuml;rrstra&szlig;e";598,0;4279,0;74,52;51.2978492124649;8,024691358024691;1;0;0;5;0;3;3
736;Schönefeld-Abtnaundorf;12.411009991917686;"Plo&szlig;stra&szlig;e";470,0;4347,0;67,4;51.3526077005554;6,973293768545994;0;0;0;7;0;4;6
737;Zentrum-Südost;12.383025491620181;"Goldschmidtstra&szlig;e";1505,0;4103,0;143,3;51.336326344916;10,502442428471737;11;0;14;18;7;7;12
738;Lausen-Grünau;12.263768962814867;"Zingster Stra&szlig;e";287,0;4207,0;68,14;51.31306754149558;4,21191664220722;0;0;2;0;0;0;3
739;Schönefeld-Abtnaundorf;12.411009991917686;"Plo&szlig;stra&szlig;e";464,0;4347,0;65,66;51.3526077005554;7,066707279926897;0;0;0;7;0;4;6
740;Mockau-Süd;12.408385429157677;"Oel&szlig;nerstr.";370,0;4357,0;53,8;51.3731958571583;6,87732342007435;3;0;0;6;2;0;2
741;Südvorstadt;12.381884971841721;"L&ouml;&szlig;niger Str.";729,0;4275,0;73,41;51.320005218839796;9,930527176134042;2;1;2;4;2;3;3
742;Lausen-Grünau;12.263125521526867;"Zingster Stra&szlig;e";340,7;4207,0;68,14;51.3112172223227;5,0;0;0;1;0;0;2;1
743;Lausen-Grünau;12.263860340164303;"Zingster Stra&szlig;e";360,0;4207,0;68,14;51.311349293202895;5,283240387437629;0;0;1;0;0;2;2
744;Zentrum;12.378266283085244;Nikolaistr.;913,0;4109,0;106,15;51.3413249335415;8,601036269430054;16;2;19;50;27;18;41
745;Zentrum-West;12.359498872506757;"Friedrich-Ebert-Stra&szlig;e";995,0;4109,0;80,07;51.34150755863081;12,426626701636069;3;0;1;15;4;5;6
746;Schleußig;12.343926673282676;Holbeinstr.;765,0;4229,0;85,51;51.327544875921355;8,946322067594432;4;0;2;14;6;3;3
747;Lausen-Grünau;12.26311622184318;"Zingster Stra&szlig;e";215,0;4207,0;32,61;51.3110256623247;6,593069610548913;0;0;0;0;0;2;1
748;Lausen-Grünau;12.2640670247786;"Zingster Stra&szlig;e";287,0;4207,0;68,14;51.31260533862471;4,21191664220722;0;0;2;0;0;0;3
749;Zentrum-Südost;12.383025491620181;"Goldschmidtstra&szlig;e";2791,0;4103,0;207,4;51.336326344916;13,457087753134038;11;0;14;18;7;7;12
750;Lausen-Grünau;12.2640670247786;"Zingster Stra&szlig;e";340,7;4207,0;68,14;51.31260533862471;5,0;0;0;2;0;0;0;3
751;Lausen-Grünau;12.262875878967966;"Zingster Stra&szlig;e";215,5;4207,0;32,61;51.3111763308239;6,608402330573443;0;0;1;0;0;2;1
752;Zentrum-West;12.359498872506757;"Friedrich-Ebert-Stra&szlig;e";709,0;4109,0;71,5;51.34150755863081;9,916083916083917;3;0;1;15;4;5;6
753;Stötteritz;12.409415881840262;"Prager Stra&szlig;e";527,0;4299,0;81,0;51.31700248756844;6,506172839506173;2;1;1;4;2;4;4
754;Gohlis-Süd;12.362617190636325;"Wolfener Stra&szlig;e 4";437,62;4155,0;58,35;51.3607384288146;7,499914310197086;1;0;5;8;5;3;3
755;Kleinzschocher;12.326735599401257;"Dieskaustra&szlig;e";449,0;4249,0;60,0;51.3162781201398;7,4833333333333325;3;0;4;4;2;3;4
756;Zentrum-West;12.359498872506757;"Friedrich-Ebert-Stra&szlig;e";970,0;4109,0;92,38;51.34150755863081;10,500108248538645;3;0;1;15;4;5;6
757;Böhlitz-Ehrenberg;12.295938356346653;"Heinrich-Heine-Stra&szlig;e";1069,0;4178,0;125,4;51.3533262880838;8,524720893141946;0;0;1;0;1;1;4
758;Lausen-Grünau;12.26401848628206;"Zingster Stra&szlig;e";365,0;4207,0;68,14;51.3125058307534;5,35661872615204;0;0;2;0;0;1;3
759;Lausen-Grünau;12.26311622184318;"Zingster Stra&szlig;e";215,0;4207,0;32,61;51.3110256623247;6,593069610548913;0;0;0;0;0;2;1
760;Zentrum-West;12.359498872506757;"Friedrich-Ebert-Stra&szlig;e";850,0;4109,0;77,09;51.34150755863081;11,02607342067713;3;0;1;15;4;5;6
761;Altlindenau;12.329865898973296;"William-Zipperer-Stra&szlig;e";350,0;4177,0;51,27;51.3383856490515;6,8266042519992185;17;0;1;11;9;4;7
762;Miltitz;12.260166342457952;Dorfplatz;410,0;4205,0;66,0;51.3231978027535;6,212121212121213;1;0;0;4;1;0;4
763;Paunsdorf;12.444605055126512;Theodor-Heuss-Strasse;435,0;4328,0;78,8;51.3453467924644;5,520304568527919;0;0;1;4;3;1;5
764;Leutzsch;12.315968807623491;"Georg-Schwarz-Stra&szlig;e";250,0;4179,0;43,1;51.3467835681501;5,8004640371229685;4;0;1;6;1;7;4
765;Zentrum-Ost;12.393718531369007;"Langestra&szlig;e";1190,0;4103,0;117,9;51.343297145534535;10,093299406276506;3;0;2;9;4;5;9
766;Gohlis-Süd;12.366339083305517;Georg-Schumann-Str.;395,0;4155,0;57,0;51.362517851634294;6,9298245614035086;0;0;4;5;2;4;3
767;Zentrum-Südost;12.383025491620181;"Goldschmidtstra&szlig;e";1235,0;4103,0;95,1;51.336326344916;12,986330178759204;11;0;14;18;7;7;12
768;Schönefeld-Abtnaundorf;12.408214916978855;"Gorkistra&szlig;e";400,0;4347,0;66,0;51.3518517663064;6,0606060606060606;0;0;0;6;0;3;6
769;Zentrum-Südost;12.383308424284115;"Auguste-Schmidt-Stra&szlig;e";1551,0;4103,0;134,9;51.335873261879996;11,49740548554485;10;0;14;17;7;7;11
770;Plagwitz;12.327779449160076;"Siemensstra&szlig;e";320,0;4292,0;37,55;51.3214255502794;8,5219707057257;8;0;4;4;4;2;3
771;Gohlis-Süd;12.368655808750932;Sasstr.;625,0;4155,0;60,5;51.3616134163616;10,330578512396695;1;1;4;5;3;4;4
772;Neustadt-Neuschönefeld;12.398669708851125;"Einertstra&szlig;e";510,0;4315,0;68,0;51.3468677967004;7,5;2;0;6;7;5;4;7
773;Stötteritz;12.416088515907884;"Holzh&auml;user Strasse";990,0;4299,0;102,06;51.319797865720204;9,700176366843033;4;0;1;4;2;6;4
774;Stötteritz;12.416088988760192;"Holzh&auml;user Strasse";1100,0;4299,0;109,2;51.3198069869981;10,073260073260073;4;0;1;4;2;6;4
775;Connewitz;12.377835049917412;"Stockartstra&szlig;e";397,0;4277,0;41,8;51.3085999036728;9,497607655502392;3;0;3;19;6;4;5
776;Schönefeld-Abtnaundorf;12.413875806204011;Scheumannstr.;385,0;4347,0;64,06;51.3583840394086;6,0099906337808315;0;0;0;4;2;3;3
777;Anger-Crottendorf;12.422272115936186;"Stegerwaldstra&szlig;e";499,0;4318,0;73,5;51.333916036416596;6,789115646258503;0;1;0;0;2;1;4
778;Leutzsch;12.317738897728475;"Pufendorfstra&szlig;e";499,0;4179,0;58,7;51.343973394475015;8,500851788756387;2;0;1;6;1;8;3
779;Stötteritz;12.414666052760644;Ferdinand-Jost-Str.;330,0;4299,0;49,0;51.320749032139204;6,7346938775510194;4;0;1;4;1;5;5
780;Gohlis-Mitte;12.371716910657588;"Coppistra&szlig;e";455,0;4157,0;57,0;51.36702153833421;7,9824561403508785;0;1;1;5;4;3;4
781;Leutzsch;12.304788272957275;"Weinbergstra&szlig;e";445,0;4179,0;65,0;51.35389446218119;6,846153846153847;0;1;0;1;0;1;5
782;Gohlis-Mitte;12.371795604758429;"Wilhelm-Plesse-Stra&szlig;e";430,0;4157,0;57,0;51.3682799794446;7,543859649122808;1;1;1;5;4;3;5
783;Südvorstadt;12.377378055256695;Richard-Lehmann-Strasse;630,0;4275,0;100,0;51.31506452396005;6,3;2;0;7;13;4;3;4
784;Schleußig;12.33952823792984;"Brockhausstra&szlig;e";551,0;4229,0;69,78;51.3215050140984;7,896245342505017;1;0;1;15;2;7;3
785;Schönau;12.286928163507572;"Sch&ouml;nauer Ring";350,0;4205,0;68,68;51.32870217242454;5,096097845078625;0;0;0;0;1;1;1
786;Stötteritz;12.416488889981284;"Untere Eichst&auml;dtstra&szlig;e";403,75;4299,0;64,6;51.32189895327297;6,250000000000001;4;0;0;4;2;7;5
787;Gohlis-Süd;12.37654572790214;"Blochmannstra&szlig;e";593,74;4155,0;67,46;51.361035846230926;8,801363771123631;3;1;2;4;4;5;4
788;Gohlis-Süd;12.367275618190208;"Elsbethstra&szlig;e";340,0;4155,0;45,0;51.363439638817;7,5555555555555545;0;1;4;4;2;6;4
789;Zentrum-Nord;12.376171775588901;"Balzacstra&szlig;e";699,0;4105,0;94,0;51.3559941163482;7,436170212765957;4;0;3;7;4;2;3
790;Südvorstadt;12.377015270828233;Scharnhorststr.;963,0;4275,0;90,0;51.31966456200015;10,7;4;0;1;25;10;5;4
791;Kleinzschocher;12.322689602807738;"Kulkwitzer Stra&szlig;e";360,0;4229,0;57,5;51.314321252338495;6,2608695652173925;4;0;3;3;1;5;5
792;Möckern;12.336367691930027;"Slevogtstra&szlig;e";1216,1;4159,0;143,07;51.3683335930133;8,500034947927588;2;0;0;5;1;4;4
793;Neulindenau;12.318190397374027;"Gotzkowskystra&szlig;e";400,0;4179,0;66,74;51.330195868786106;5,993407252022776;3;1;3;4;4;5;5
794;Möckern;12.329124332956116;"Friedrich-Bosse-Stra&szlig;e";429,0;4159,0;66,0;51.371662282511;6,5;0;0;0;7;3;3;4
795;Stötteritz;12.414599956109575;"Melscherstra&szlig;e";390,0;4299,0;63,67;51.3253797344551;6,125333752159573;2;0;0;3;0;3;4
796;Möckern;12.338590415286735;"Slevogtstra&szlig;e";830,0;4159,0;106,23;51.369896816477;7,81323543255201;2;0;0;4;0;7;2
797;Kleinzschocher;12.322038151019775;Knauthainer Str.;371,0;4229,0;63,0;51.316452288115855;5,888888888888888;4;0;2;3;1;5;3
798;Gohlis-Mitte;12.374516147905652;"Etkar-Andr&eacute;-Str. ";799,0;4157,0;98,0;51.36585170574567;8,153061224489797;0;1;0;4;5;3;4
799;Gohlis-Süd;12.37320789347162;"L&uuml;tzowstra&szlig;e";795,44;4155,0;91,43;51.3627917204838;8,699989062670896;0;1;3;4;4;4;3
800;Gohlis-Mitte;12.360527359995078;Hans-Oster-Str.;445,0;4157,0;77,05;51.370723068521954;5,775470473718365;0;1;1;3;2;2;2
801;Zentrum-Süd;12.377549447855689;Schletterstrasse;638,0;4107,0;75,01;51.330135940132536;8,505532595653913;1;1;3;24;13;8;8
802;Lindenthal;12.335496854259565;"An der Windm&uuml;hle";420,0;4158,0;53,57;51.39051914896294;7,840209072241926;0;0;0;2;0;3;3
803;Altlindenau;12.327998429382456;"L&uuml;tzner Stra&szlig;e";770,0;4177,0;81,0;51.335144430396994;9,506172839506172;3;0;7;7;9;4;7
804;Schleußig;12.344906417202658;"K&ouml;nneritzstra&szlig;e";599,91;4229,0;73,16;51.325872890794976;8,19997266265719;4;0;2;15;5;3;5
805;Sellerhausen-Stünz;12.431555382829375;"Zweenfurther Stra&szlig;e";565,0;4318,0;67,39;51.3400265999195;8,38403323935302;0;0;3;3;2;5;2
806;Lausen-Grünau;12.269628467557745;Liliensteinstr.;345,0;4207,0;66,92;51.3062448034305;5,155409444112373;0;0;0;0;0;2;2
807;Zentrum-West;12.353816505155265;"K&auml;the-Kollwitz-Stra&szlig;e";608,0;4109,0;75,37;51.33464456087326;8,066870107469816;7;0;1;5;0;4;2
808;Schönefeld-Abtnaundorf;12.409475712647295;"Gorkistra&szlig;e";278,39;4347,0;59,74;51.352264472923295;4,660026782725142;0;0;0;7;0;3;6
809;Neulindenau;12.305035649215494;"Hafenstra&szlig;e";373,52;4179,0;26,68;51.331492859246;14,0;1;0;0;2;0;1;1
810;Lausen-Grünau;12.269176384843352;Schrammsteinstr.;360,0;4207,0;69,24;51.30743126950979;5,199306759098787;0;0;0;0;0;2;2
811;Lausen-Grünau;12.262228981059014;"Selliner Stra&szlig;e";215,0;4207,0;32,0;51.314356891227895;6,71875;0;0;2;0;0;0;3
812;Volkmarsdorf;12.406337987107605;Hermann-Liebmann-Str.;655,26;4315,0;79,91;51.3412068287632;8,199974971843323;4;0;7;9;7;6;5
813;Zentrum-Süd;12.374554602774264;"Hohe Stra&szlig;e";348,18;4107,0;33,16;51.329711949499;10,500000000000002;4;1;2;27;12;9;9
814;Stötteritz;12.415358159476352;Pragerstr.;980,39;4299,0;93,37;51.312453212012905;10,500053550390918;0;0;0;3;3;3;5
815;Zentrum-Süd;12.378492490280149;"Hohe Stra&szlig;e";1161,0;4107,0;95,0;51.3291948493063;12,221052631578946;3;1;3;20;10;6;7
816;Gohlis-Mitte;12.362993085611027;"Breitenfelder Stra&szlig;e";891,0;4157,0;99,0;51.3692953603121;9,0;1;1;1;6;2;3;4
