;obj_regio3;long;obj_street;obj_baseRent;geo_plz;obj_livingSpace;lat;rel_baseRent;culture;s-stations;university;food;nightlife;spareTime;transportations
1587;Gohlis-Mitte;12.374296045122463;"Coppistra&szlig;e";1298,5;4157,0;118,05;51.36697002961905;10,999576450656502;0;1;0;4;4;0;4
1588;Gohlis-Mitte;12.374296045122463;"Coppistra&szlig;e";954,0;4157,0;95,4;51.36697002961905;10,0;0;1;0;4;4;2;4
1589;Gohlis-Mitte;12.373248449750196;Michael-Kazmierczak-Str.;539,91;4157,0;77,13;51.3675935731115;7,0;0;1;0;4;4;5;4
1590;Zentrum-Nordwest;12.358089328714659;"Waldstra&szlig;e";1470,0;4105,0;146,76;51.343325149194;10,016353229762881;2;0;7;17;4;2;5
1591;Gohlis-Mitte;12.372359342192526;"Heinrich-Budde-Stra&szlig;e";290,25;4157,0;38,7;51.370469179877006;7,499999999999999;1;0;1;3;3;3;2
1592;Gohlis-Mitte;12.374296045122463;"Coppistra&szlig;e";1378,85;4157,0;125,35;51.36697002961905;11,0;0;1;0;4;4;2;4
1593;Mölkau;12.441115006557569;"Paunsdorfer Stra&szlig;e";455,55;4316,0;60,74;51.3341145045205;7,5;0;0;0;1;1;1;3
1594;Zentrum-Ost;12.393718531369007;"Langestra&szlig;e";1390,0;4103,0;131,85;51.343297145534535;10,542282897231702;3;0;2;9;4;5;9
1595;Zentrum-Nordwest;12.358089328714659;"Waldstra&szlig;e";1130,0;4105,0;98,03;51.343325149194;11,52708354585331;2;0;7;17;4;2;5
1596;Zentrum-Nordwest;12.358089328714659;"Waldstra&szlig;e";1480,0;4105,0;134,27;51.343325149194;11,022566470544424;2;0;7;17;4;2;5
1597;Zentrum-Nordwest;12.358089328714659;"Waldstra&szlig;e";1150,0;4105,0;99,97;51.343325149194;11,503451035310595;2;0;7;17;4;2;5
1598;Schönefeld-Abtnaundorf;12.410266420621154;"Plo&szlig;stra&szlig;e";320,0;4347,0;49,25;51.351764501480204;6,49746192893401;0;0;0;7;0;4;5
1599;Zentrum-Ost;12.393718531369007;"Langestra&szlig;e";1390,0;4103,0;131,85;51.343297145534535;10,542282897231702;3;0;2;9;4;5;9
1600;Zentrum-Nordwest;12.358089328714659;"Waldstra&szlig;e";1340,0;4105,0;121,38;51.343325149194;11,039710001647718;2;0;7;17;4;2;5
1601;Zentrum-Nordwest;12.358089328714659;"Waldstra&szlig;e";1480,0;4105,0;147,73;51.343325149194;10,018276585663036;2;0;7;17;4;2;5
1602;Zentrum-Nordwest;12.358089328714659;"Waldstra&szlig;e";1240,0;4105,0;107,73;51.343325149194;11,510257124292213;2;0;7;17;4;2;5
1603;Kleinzschocher;12.325768560810738;"Gie&szlig;erstra&szlig;e";501,47;4229,0;77,15;51.3167536016539;6,499935191186001;3;0;2;6;1;3;4
1604;Connewitz;12.372918653322156;"Karl-Liebknecht-Stra&szlig;e";589,0;4277,0;20,0;51.3124693232199;29,45;6;0;7;17;8;3;5
1605;Connewitz;12.372918653322156;"Karl-Liebknecht-Stra&szlig;e";479,0;4277,0;20,0;51.3124693232199;23,95;6;0;7;17;8;3;5
1606;Stötteritz;12.416088988760192;"Holzh&auml;user Strasse";1000,0;4299,0;109,2;51.3198069869981;9,157509157509157;4;0;1;4;2;6;4
1607;Mölkau;12.44284794830264;"Engelsdorfer Stra&szlig;e";1011,0;4136,0;157,95;51.3313030526379;6,400759734093068;0;0;1;1;0;3;4
1608;Gohlis-Süd;12.362617190636325;"Wolfener Stra&szlig;e";437,63;4155,0;58,35;51.3607384288146;7,500085689802913;1;0;5;8;5;3;3
1609;Connewitz;12.372918653322156;"Karl-Liebknecht-Stra&szlig;e";549,0;4277,0;20,0;51.3124693232199;27,45;6;0;7;17;8;3;5
1610;Leutzsch;12.311026346440306;"R&uuml;ckmarsdorfer Stra&szlig;e";562,5;4179,0;74,0;51.34766505352899;7,601351351351353;6;0;1;4;1;6;2
1611;Stötteritz;12.416088988760192;"Holzh&auml;user Strasse";985,0;4299,0;109,2;51.3198069869981;9,020146520146518;4;0;1;4;2;6;4
1612;Altlindenau;12.33609612229384;"Demmeringstra&szlig;e";300,0;4177,0;40,0;51.338792815908604;7,5;4;0;4;9;9;5;3
1613;Connewitz;12.372918653322156;"Karl-Liebknecht-Stra&szlig;e";499,0;4277,0;20,0;51.3124693232199;24,95;6;0;7;17;8;3;5
1614;Connewitz;12.372918653322156;"Karl-Liebknecht-Stra&szlig;e";649,0;4277,0;24,0;51.3124693232199;27,04166666666667;6;0;7;17;8;3;5
1615;Gohlis-Mitte;12.372359342192526;"Heinrich-Budde-Stra&szlig;e";382,5;4157,0;51,19;51.370469179877006;7,472162531744481;1;0;1;3;3;3;2
1616;Zentrum-Ost;12.393718531369007;"Langestra&szlig;e";1290,0;4103,0;117,9;51.343297145534535;10,94147582697201;3;0;2;9;4;5;9
1617;Zentrum-West;12.359498872506757;"Friedrich-Ebert-Stra&szlig;e";970,0;4109,0;92,38;51.34150755863081;10,500108248538645;3;0;1;15;4;5;6
1618;Zentrum-Ost;12.393718531369007;"Langestra&szlig;e";1290,0;4103,0;117,9;51.343297145534535;10,94147582697201;3;0;2;9;4;5;9
1619;Connewitz;12.38098501664958;"Zwenkauer Stra&szlig;e";496,0;4277,0;62,0;51.30752322358547;8,0;4;0;1;7;5;4;4
1620;Connewitz;12.372918653322156;"Karl-Liebknecht-Stra&szlig;e";699,0;4277,0;37,0;51.3124693232199;18,89189189189189;6;0;7;17;8;3;5
1621;Zentrum-West;12.359498872506757;"Friedrich-Ebert-Stra&szlig;e";709,0;4109,0;71,5;51.34150755863081;9,916083916083917;3;0;1;15;4;5;6
1622;Schönefeld-Abtnaundorf;12.396119310802385;Fliederhof;447,0;4347,0;64,67;51.3556756080105;6,912014844595639;3;0;0;3;1;2;5
1623;Stötteritz;12.415580384656801;"Ferdinand-Jost-Stra&szlig;e";350,0;4299,0;46,93;51.320958700956844;7,457916045173662;4;0;1;4;2;5;5
1624;Neustadt-Neuschönefeld;12.403446958648901;"Bergstra&szlig;e";480,0;4315,0;68,1;51.341119283675006;7,048458149779735;4;0;7;5;4;2;5
1625;Connewitz;12.372918653322156;Karl-Liebknecht-Str.;449,0;4277,0;20,0;51.3124693232199;22,45;6;0;7;17;8;3;5
1626;Neustadt-Neuschönefeld;12.39606365935093;"Lutherstra&szlig;e";425,0;4315,0;57,0;51.344957297883;7,456140350877192;3;0;2;9;4;4;8
1627;Plagwitz;12.327716621505866;"Wendlerstra&szlig;e";315,0;4229,0;45,0;51.3207511214931;7,0;5;0;5;4;3;1;4
1628;Schönefeld-Abtnaundorf;12.396239606999393;"Rackwitzer Stra&szlig;e";461,0;4347,0;66,67;51.355746226812805;6,914654267286634;3;0;0;3;1;3;5
1629;Schönefeld-Abtnaundorf;12.396119310802385;Fliederhof;352,0;4347,0;51,02;51.3556756080105;6,899255194041553;3;0;0;3;1;2;5
1630;Schönefeld-Abtnaundorf;12.396119310802385;Fliederhof;461,0;4347,0;66,78;51.3556756080105;6,9032644504342615;3;0;0;3;1;2;5
1631;Schönefeld-Abtnaundorf;12.396119310802385;Fliederhof;410,0;4347,0;59,28;51.3556756080105;6,916329284750337;3;0;0;3;1;2;5
1632;Connewitz;12.372918653322156;"Karl-Liebknecht-Stra&szlig;e";559,0;4277,0;20,0;51.3124693232199;27,95;6;0;7;17;8;3;5
1633;Leutzsch;12.311026346440306;"R&uuml;ckmarsdorfer Stra&szlig;e";562,5;4179,0;74,0;51.34766505352899;7,601351351351353;6;0;1;4;1;6;2
1634;Schönefeld-Abtnaundorf;12.396239606999393;"Rackwitzer Stra&szlig;e";349,0;4347,0;50,45;51.355746226812805;6,917740336967294;3;0;0;3;1;3;5
1635;Leutzsch;12.311026346440306;"R&uuml;ckmarsdorfer Stra&szlig;e";469,0;4179,0;59,46;51.34766505352899;7,887655566767576;6;0;1;4;1;6;2
1636;Zentrum;12.372286453236349;"Gro&szlig;e Fleischergasse";639,0;4109,0;59,82;51.342129337808196;10,682046138415243;20;2;9;48;28;12;30
1637;Schönefeld-Abtnaundorf;12.396239606999393;"Rackwitzer Stra&szlig;e";391,0;4347,0;56,58;51.355746226812805;6,910569105691057;3;0;0;3;1;3;5
1638;Connewitz;12.372918653322156;"Karl-Liebknecht-Stra&szlig;e";599,0;4277,0;23,0;51.3124693232199;26,04347826086957;6;0;7;17;8;3;5
1639;Gohlis-Süd;12.370796145834367;"Prellerstra&szlig;e";551,0;4155,0;53,94;51.35695979536921;10,21505376344086;4;0;2;9;5;3;4
1640;Schönefeld-Abtnaundorf;12.396119310802385;Fliederhof;459,0;4347,0;66,52;51.3556756080105;6,900180396873123;3;0;0;3;1;2;5
1641;Miltitz;12.253525475809978;Geschwister-Scholl-Str.;395,0;4205,0;63,9;51.3256887908761;6,181533646322379;0;0;0;4;0;1;1
1642;Schönefeld-Abtnaundorf;12.416727908847886;"Lazarusstra&szlig;e";230,0;4347,0;26,0;51.3607913504037;8,846153846153848;0;0;0;4;3;2;4
1643;Volkmarsdorf;12.410108015415561;"Bernhardstra&szlig;e";490,0;4315,0;76,0;51.339404655284795;6,447368421052633;2;0;4;6;6;8;5
1644;Wahren;12.322799419715535;"Linkelstra&szlig;e";425,0;4159,0;64,89;51.376752965025865;6,54954538449684;0;1;0;4;2;0;5
1645;Eutritzsch;12.385466225726027;"Schiebestra&szlig;e";420,0;4129,0;70,0;51.36321276204554;6,0;1;0;4;4;1;1;8
1646;Gohlis-Mitte;12.374255891134643;"Etkar-Andre-Stra&szlig;e";430,0;4157,0;55,0;51.3664686525642;7,8181818181818175;0;1;0;4;5;2;4
1647;Kleinzschocher;12.321345959367981;"Eythraer Stra&szlig;e";454,0;4229,0;75,66;51.31454841226554;6,000528680941052;4;0;2;3;1;4;5
1648;Stötteritz;12.42246787246969;"Ferdinand-Jost-Stra&szlig;e";251,0;4299,0;44,0;51.3214209784784;5,704545454545454;2;0;0;4;2;5;4
1649;Kleinzschocher;12.321345959367981;"Eythraer Stra&szlig;e";445,0;4229,0;73,74;51.31454841226554;6,034716571738541;4;0;2;3;1;4;5
1650;Reudnitz-Thonberg;12.404488138906386;Prager Str.;1040,0;4317,0;130,0;51.321466969880106;8,0;3;1;0;5;1;5;4
1651;Reudnitz-Thonberg;12.39768877442837;"Prager Stra&szlig;e";485,0;4317,0;65,0;51.3306440021738;7,461538461538463;2;0;3;5;2;4;4
1652;Gohlis-Süd;12.356708370648965;"Herlo&szlig;sohnstr.";420,0;4155,0;68,0;51.3615588354569;6,1764705882352935;0;1;3;4;2;5;4
1653;Lausen-Grünau;12.269609434259275;Liliensteinstr.;225,0;4207,0;32,74;51.3073499448818;6,872327428222357;0;0;0;0;0;2;2
1654;Eutritzsch;12.390349763809605;Anhalter Strasse;530,0;4129,0;76,2;51.36202806689344;6,955380577427821;1;0;4;6;1;1;4
1655;Lausen-Grünau;12.26893829980442;Schrammsteinstr.;470,0;4207,0;86,89;51.3076275600173;5,4091379905627806;0;0;0;0;0;2;2
1656;Dölitz-Dösen;12.39340929613348;"B&uuml;rgerstrasse";605,0;4279,0;86,4;51.28818968906071;7,002314814814813;1;0;0;2;1;4;5
1657;Zentrum-Nord;12.378367463942206;"Delitzscher Stra&szlig;e";1100,0;4105,0;163,0;51.35872587605039;6,7484662576687136;3;0;2;2;3;4;2
1658;Südvorstadt;12.380647077834224;Kurt-Eisner-Str.;300,0;4275,0;33,88;51.32030397573379;8,854781582054306;2;1;2;5;4;4;5
1659;Südvorstadt;12.367656720150087;"Brandvorwerkstra&szlig;e";765,0;4275,0;89,9;51.32131251880529;8,509454949944383;2;0;5;18;11;4;3
1660;Volkmarsdorf;12.416829081320643;"B&uuml;lowstr.";363,0;4315,0;61,0;51.3461618132902;5,950819672131147;5;0;3;6;1;2;5
1661;Schönau;12.28694982124105;Am Schwalbennest;380,0;4205,0;68,68;51.32439221911143;5,53290623179965;0;0;0;4;1;4;3
1662;Gohlis-Nord;12.35793532618774;Viertelsweg;1375,0;4157,0;152,9;51.3734040987769;8,992805755395683;0;1;0;2;1;1;3
1663;Eutritzsch;12.385905361290117;"Wittenberger Stra&szlig;e";1098,0;4129,0;99,82;51.362674369672604;10,999799639350831;1;0;4;4;1;1;8
1664;Möckern;12.333695779660905;Karl-Helbig-Str.;215,0;4159,0;30,11;51.3741017022548;7,140484888741282;0;0;0;5;3;3;4
1665;Zentrum-Nord;12.368177138115485;Trufanowstr.;440,0;4105,0;55,7;51.354208952451756;7,899461400359066;10;0;5;11;4;5;3
1666;Zentrum-Ost;12.387896704678445;Hofmeisterstrasse;690,0;4103,0;86,0;51.345477883576;8,023255813953488;6;1;3;27;7;2;22
1667;Altlindenau;12.322539211081462;"D&uuml;rrenberger Str.";410,0;4177,0;55,0;51.3335256782411;7,454545454545454;10;0;5;4;2;5;3
1668;Grünau-Ost;12.307076110331302;"G&auml;rtnerstr.";277,0;4209,0;47,73;51.32001277066659;5,803477896501152;2;0;1;4;1;1;1
1669;Gohlis-Mitte;12.362415991866591;Platz des 20. Juli 1944;990,0;4157,0;156,0;51.369708575941;6,346153846153847;1;1;1;6;2;4;4
1670;Gohlis-Mitte;12.370498479461697;"Heinrich-Budde-Stra&szlig;e";810,0;4157,0;108,0;51.3694471775212;7,5;1;1;1;4;2;4;3
1671;Altlindenau;12.327126775657842;"Erich-K&ouml;hn-Str.";475,0;4177,0;68,1;51.338996318781604;6,9750367107195315;14;0;2;8;9;1;8
1672;Altlindenau;12.327709312983416;"Erich K&ouml;hn Str.";800,0;4177,0;90,0;51.339277076558;8,888888888888891;13;0;2;8;9;2;8
1673;Gohlis-Mitte;12.360038884865627;"Hans-Oster-Stra&szlig;e";550,0;4157,0;74,0;51.368568850348396;7,432432432432432;0;2;2;4;3;2;3
1674;Volkmarsdorf;12.410108015415561;"Bernhardstra&szlig;e";490,0;4315,0;75,92;51.339404655284795;6,454162276080083;2;0;4;6;6;0;5
1675;Paunsdorf;12.460786748730705;Heiterblickallee;230,65;4329,0;46,13;51.354691413245405;5,0;0;0;0;2;0;2;3
1676;Plagwitz;12.33733586833241;Erich-Zeigner-Allee;874,0;4229,0;92,0;51.3260221861116;9,5;8;0;1;17;6;6;6
1677;Lößnig;12.387788403481656;Gersterstr.;415,0;4279,0;59,36;51.2950141923773;6,9912398921832875;1;0;4;3;0;2;1
1678;Gohlis-Mitte;12.360527359995078;Hans-Oster-Str.;460,0;4157,0;74,69;51.370723068521954;6,158789663944304;0;1;1;3;2;2;2
1679;Gohlis-Süd;12.356636501608989;"Herlo&szlig;sohnstra&szlig;e";620,0;4155,0;76,0;51.36100330117971;8,157894736842103;0;1;3;4;2;4;4
1680;Eutritzsch;12.387307276313347;"Schiebestra&szlig;e";330,0;4129,0;60,31;51.3629931712525;5,471729398109766;1;0;4;4;1;1;8
1681;Lausen-Grünau;12.261208469544494;"Lausener Stra&szlig;e";398,0;4207,0;51,0;51.3011281910159;7,803921568627452;1;0;0;2;1;2;1
1682;Südvorstadt;12.365827612946124;"Fockestra&szlig;e";1330,0;4275,0;136,0;51.321449426177864;9,779411764705884;5;0;5;5;4;3;1
1683;Zentrum-Nordwest;12.363008625955038;"Leibnizstra&szlig;e";936,0;4105,0;137,68;51.34632263838274;6,798373038930854;0;0;3;19;5;3;4
1684;Zentrum-West;12.359288492344156;Jahnallee;695,43;4109,0;77,27;51.3419591370896;9,0;3;0;2;15;4;4;6
1685;Zentrum;12.37292526447362;Klostergasse;1971,0;4109,0;219,0;51.34064654207407;9,0;22;2;19;50;33;15;31
1686;Leutzsch;12.311387100957425;"Sattelhofstra&szlig;e";1275,0;4179,0;150,0;51.343476317693;8,5;6;0;1;4;1;6;3
1687;Zentrum;12.37202745811703;Dittrichring;1628,0;1409,0;180,86;51.34076491583771;9,001437576025655;22;2;11;50;32;15;26
1688;Zentrum-Süd;12.36844629980115;Niederkirchner Str.;540,0;4107,0;54,0;51.3259534233229;10,0;7;0;4;17;10;6;3
1689;Zentrum-Süd;12.36844629980115;Niederkirchner Str.;820,0;4107,0;91,5;51.3259534233229;8,961748633879779;7;0;4;17;10;6;3
1690;Zentrum-Südost;12.385617092490945;"Goldschmidtstra&szlig;e ";490,0;4103,0;62,63;51.33598212244393;7,823726648570973;7;0;3;10;5;6;10
1691;Volkmarsdorf;12.41690614658114;Bautzmannstr.;890,0;4315,0;105,0;51.3437131910627;8,476190476190476;5;0;3;4;2;2;4
1692;Sellerhausen-Stünz;12.426506992156684;Wurzner Str;949,0;4318,0;110,0;51.34358132722892;8,627272727272727;2;0;0;4;2;7;4
1693;Schönefeld-Abtnaundorf;12.416488279916141;"Lazarusstra&szlig;e";370,0;4347,0;57,0;51.3609514471309;6,491228070175438;0;0;0;4;3;2;4
1694;Eutritzsch;12.383777401331752;"Haferkornstra&szlig;e";296,7;4129,0;45,77;51.362132726142995;6,482412060301508;3;0;3;5;2;2;6
1695;Lützschena-Stahmeln;12.300657026170983;"Stahmelner Stra&szlig;e";1035,0;4159,0;115,0;51.37800537504721;9,0;0;0;0;2;0;2;1
1696;Zentrum-Süd;12.377795402605159;"Shakespearestra&szlig;e";1395,0;4107,0;143,0;51.326387421126796;9,755244755244755;6;1;2;24;12;5;8
1697;Gohlis-Mitte;12.373986629170108;"Etkar-Andr&eacute;-Stra&szlig;e";700,0;4157,0;72,9;51.3654788041393;9,602194787379974;0;1;0;4;5;4;4
1698;Heiterblick;12.470374869467616;Wieselstr.;448,0;4329,0;64,06;51.358674377287706;6,99344364658133;0;0;1;1;0;1;2
1699;Heiterblick;12.47119838355371;Feldhasenweg;390,0;4329,0;52,0;51.3590772733256;7,5;0;0;1;1;0;1;2
1700;Südvorstadt;12.369516629139024;"August-Bebel-Stra&szlig;e";850,0;4275,0;89,47;51.322928064400294;9,500391192578519;7;0;4;31;12;7;6
1701;Neulindenau;12.31192810143732;Morgensternstr.;543,62;4179,0;70,6;51.3338149375879;7,700000000000001;0;0;1;5;2;4;3
1702;Heiterblick;12.469245382300368;Dachsstr.;342,0;4329,0;48,77;51.3585517645815;7,012507689153169;0;0;1;1;0;1;2
1703;Schönefeld-Abtnaundorf;12.417256878871633;"Gorkistra&szlig;e";198,0;4347,0;27,0;51.357776576169;7,333333333333332;0;0;0;3;2;4;3
1704;Schönefeld-Abtnaundorf;12.417256878871633;"Gorkistra&szlig;e";372,0;4347,0;51,0;51.357776576169;7,294117647058822;0;0;0;3;2;4;3
1705;Zentrum;12.374888834524727;Katharinenstr.;250,0;4109,0;28,09;51.341702967222794;8,8999644001424;22;2;21;46;29;15;37
1706;Südvorstadt;12.367945711562689;"Alfred-K&auml;ster-Str.";660,0;4275,0;80,0;51.3224115693683;8,25;4;0;5;25;11;6;4
1707;Zentrum-Nordwest;12.354997399244608;Wettinerstr;645,0;4105,0;84,0;51.346472629697104;7,678571428571429;1;0;3;6;4;4;4
1708;Südvorstadt;12.378656507605198;Arthur-Hoffmann-Str.;372,0;4275,0;55,5;51.317275947213794;6,702702702702703;3;0;2;15;4;4;4
1709;Zentrum;12.376185727585131;Reichsstr.;246,0;4109,0;25,15;51.341120054707616;9,781312127236582;23;2;22;42;30;19;38
1710;Reudnitz-Thonberg;12.408219152161093;Holsteinstr.;260,0;4317,0;43,97;51.327399433882;5,913122583579714;2;0;2;6;0;2;4
1711;Lindenau;12.325779486152946;"Endersstra&szlig;e";430,0;4177,0;61,36;51.331864415455286;7,007822685788788;4;0;7;8;7;4;5
1712;Südvorstadt;12.368266048549303;"Brandvorwerkstra&szlig;e";420,0;4275,0;61,5;51.32441393253354;6,829268292682928;7;0;4;27;14;0;4
1713;Lößnig;12.385915177763438;"Bornaische Stra&szlig;e";590,0;4279,0;89,92;51.2956910430647;6,561387900355872;1;0;4;3;0;0;1
1714;Schönefeld-Abtnaundorf;12.417256878871633;"Gorkistra&szlig;e";364,0;4347,0;48,0;51.357776576169;7,583333333333332;0;0;0;3;2;0;3
1715;Schönefeld-Abtnaundorf;12.417256878871633;"Gorkistra&szlig;e";212,0;4347,0;29,0;51.357776576169;7,310344827586207;0;0;0;3;2;0;3
1716;Wiederitzsch;12.378925064966323;Seehausener Str.;565,0;4158,0;80,83;51.39476196027512;6,989978968204873;0;0;1;1;0;0;2
1717;Eutritzsch;12.387306808658767;"Schiebestra&szlig;e";370,0;4129,0;58,27;51.362984050046904;6,349751158400549;1;0;4;4;1;0;8
1718;Zentrum-West;12.356938280451374;Ferdinand-Lassalle-Strasse;571,0;4109,0;63,0;51.33354174497319;9,063492063492065;6;0;3;4;3;0;2
1719;Großzschocher;12.326016369308874;"Friedrich-Schmidt-Stra&szlig;e";280,0;4249,0;56,0;51.30128151537823;5,0;0;0;0;2;1;0;4
1720;Miltitz;12.253049103067248;Auenweg;285,75;4205,0;45,0;51.320055330746214;6,35;0;0;0;2;0;0;0
1721;Gohlis-Süd;12.36237754311482;Menkestrasse;389,0;4155,0;48,0;51.358314476054105;8,104166666666666;1;0;2;6;4;0;3
1722;Möckern;12.34097974027794;"Bl&uuml;cherstra&szlig;e";256,5;4159,0;34,2;51.369548467016706;7,499999999999999;2;1;0;4;0;0;2
1723;Reudnitz-Thonberg;12.415096756731634;Posadowsky-Anlagen;324,94;4317,0;46,7;51.330747707156576;6,958029978586724;0;1;1;3;1;0;4
1724;Anger-Crottendorf;12.411206743134015;Theodor-Neubauer-Str.;420,0;4318,0;35,0;51.335565672665794;12,0;3;0;1;6;3;0;4
1725;Volkmarsdorf;12.411506058952002;"Mariannenstra&szlig;e";490,0;4315,0;75,0;51.346699161836995;6,533333333333332;4;0;4;4;3;0;5
1726;Zentrum-Nord;12.376358182695734;"Georg-Schumann-Stra&szlig;e";340,0;4105,0;52,36;51.358218250300204;6,493506493506493;3;0;2;4;3;0;3
1727;Böhlitz-Ehrenberg;12.283968388034515;"Buchener Stra&szlig;e";440,0;4178,0;63,0;51.3587064926925;6,984126984126984;0;0;0;1;0;0;2
1728;Gohlis-Nord;12.357855658455104;Olbrichtstr.;500,0;4157,0;82,57;51.3778795909037;6,055468087683178;0;0;0;4;1;0;3
1729;Zentrum-Ost;12.387238144718435;"Chopinstra&szlig;e";998,0;4103,0;124,0;51.343153667946;8,048387096774192;3;1;2;28;4;0;26
1730;Gohlis-Süd;12.375566536010568;"Ehrensteinstra&szlig;e";256,0;4105,0;32,0;51.35870887323578;8,0;3;1;3;4;2;0;6
1731;Mockau-Süd;12.407868084984319;"D&ouml;ringstra&szlig;e";320,0;4357,0;52,0;51.371937181607024;6,153846153846153;3;0;1;5;2;0;3
1732;Volkmarsdorf;12.411506058952002;"Mariannenstra&szlig;e";540,0;4315,0;83,06;51.346699161836995;6,501324343847821;4;0;4;4;3;0;5
1733;Mockau-Nord;12.41791626804011;Kieler Str.;480,0;4357,0;62,0;51.37553151412249;7,741935483870968;1;0;0;4;3;0;4
1734;Stötteritz;12.413474512242141;"Sch&ouml;nbachstra&szlig;e";352,0;4299,0;46,9;51.3230651171796;7,505330490405117;4;0;0;4;0;0;4
1735;Stötteritz;12.413997160921047;"Sch&ouml;nbachstra&szlig;e";413,0;4299,0;59,0;51.323027097038796;7,0;4;0;0;4;1;0;4
1736;Gohlis-Süd;12.36237754311482;Menkestrasse;389,0;4155,0;48,0;51.358314476054105;8,104166666666666;1;0;2;6;4;0;3
1737;Gohlis-Süd;12.367869289698335;"Elsbethstra&szlig;e";390,0;4155,0;46,0;51.3633547644639;8,478260869565217;0;2;5;4;2;0;5
1738;Eutritzsch;12.392668382147207;"Dessauer Stra&szlig;e";1033,47;4129,0;114,83;51.360885718974;9,0;1;0;4;4;0;0;4
1739;Südvorstadt;12.376199172914458;"Scharnhorststra&szlig;e";1113,0;4275,0;104,0;51.3196626407593;10,701923076923077;5;0;1;28;11;0;4
1740;Südvorstadt;12.376199172914458;"Scharnhorststra&szlig;e";963,0;4275,0;90,0;51.3196626407593;10,7;5;0;1;28;11;0;4
1741;Südvorstadt;12.376199172914458;"Scharnhorststra&szlig;e";982,0;4275,0;94,0;51.3196626407593;10,446808510638302;5;0;1;28;11;0;4
1742;Südvorstadt;12.376199172914458;"Scharnhorststra&szlig;e";963,0;4275,0;90,0;51.3196626407593;10,7;5;0;1;28;11;0;4
1743;Zentrum;12.376626971502695;"Richard Wagner Stra&szlig;e";1033,39;4109,0;89,86;51.343768243938314;11,500000000000002;12;3;4;50;24;0;49
1744;Wahren;12.32144675167127;Am Meilenstein;395,0;4159,0;58,56;51.3759576683823;6,745218579234973;0;0;0;4;2;0;4
1745;Möckern;12.348386958700594;"Georg-Schumann-Stra&szlig;e";489,0;4159,0;65,0;51.366599268373044;7,523076923076923;1;1;0;6;0;0;3
1746;Lößnig;12.390287405290046;"Bornaische Stra&szlig;e";678,0;4279,0;75,3;51.2906358137117;9,003984063745019;2;0;0;2;1;0;4
1747;Lößnig;12.390287405290046;"Bornaische Stra&szlig;e";674,0;4279,0;74,9;51.2906358137117;8,998664886515352;2;0;0;2;1;0;4
1748;Zentrum-Süd;12.372645358394177;"M&uuml;nzgasse";1100,0;4107,0;117,0;51.3322884503463;9,401709401709402;2;1;8;25;8;0;9
1749;Lößnig;12.390287405290046;"Bornaische Stra&szlig;e";993,0;4279,0;99,3;51.2906358137117;10,0;2;0;0;2;1;0;4
1750;Zentrum-Nordwest;12.359599792938885;"Hinrichsenstra&szlig;e";419,0;4105,0;49,0;51.3443634253368;8,551020408163266;2;0;4;16;3;0;5
1751;Lößnig;12.390287405290046;"Bornaische Stra&szlig;e";980,0;4279,0;98,0;51.2906358137117;10,0;2;0;0;2;1;0;4
1752;Lößnig;12.390287405290046;"Bornaische Stra&szlig;e";727,0;4279,0;80,8;51.2906358137117;8,997524752475249;2;0;0;2;1;0;4
1753;Lößnig;12.390287405290046;"Bornaische Stra&szlig;e";727,0;4279,0;80,8;51.2906358137117;8,997524752475249;2;0;0;2;1;0;4
1754;Lößnig;12.390287405290046;"Bornaische Stra&szlig;e";664,0;4279,0;78,1;51.2906358137117;8,501920614596672;2;0;0;2;1;0;4
1755;Lößnig;12.390287405290046;"Bornaische Stra&szlig;e";397,0;4279,0;46,7;51.2906358137117;8,501070663811563;2;0;0;2;1;0;4
1756;Möckern;12.3474983685161;"Nernststra&szlig;e";540,0;4159,0;74,17;51.36806856529965;7,280571659700687;1;1;0;8;0;0;6
1757;Zentrum-West;12.353816505155265;"K&auml;the-Kollwitz-Stra&szlig;e";523,0;4109,0;65,49;51.33464456087326;7,9859520537486635;7;0;1;5;0;0;2
1758;Lindenau;12.326057071344962;"Endersstra&szlig;e";305,0;4177,0;48,04;51.3324615904643;6,348875936719401;4;0;7;8;6;0;5
1759;Zentrum-Nordwest;12.355829455792913;"Fregestra&szlig;e";385,0;4105,0;48,91;51.3444747977248;7,871600899611533;3;0;5;13;4;0;4
1760;Connewitz;12.380307677781971;"Zwenkauer Stra&szlig;e";680,0;4277,0;90,44;51.30852293984645;7,518796992481202;4;0;1;11;4;0;4
1761;Südvorstadt;12.366245078213739;"Kurt-Eisner-Stra&szlig;e";535,0;4275,0;56,38;51.32077456388674;9,48918056048244;8;0;1;3;2;0;1
1762;Zentrum-Nordwest;12.358247473884076;"Waldstra&szlig;e";736,0;4105,0;78,3;51.342993308260816;9,399744572158363;2;0;1;17;4;0;6
1763;Zentrum-Süd;12.37775647026618;"Bernhard-G&ouml;ring-Stra&szlig;e";700,0;4107,0;67,0;51.329337422490994;10,447761194029852;4;1;2;27;13;0;8
1764;Eutritzsch;12.386027822283092;"Delitzscher Stra&szlig;e";325,0;4129,0;43,96;51.37331816126934;7,393084622383985;1;0;3;1;3;0;3
1765;Eutritzsch;12.390136860214485;"Anhalter Stra&szlig;e";420,0;4129,0;54,33;51.3644154401005;7,730535615681944;1;0;3;6;1;0;6
